tokenized_text,業界
"['フリーランス', 'IT', 'エンジニア', '専門', '案件', '紹介', 'サービス', 'フォスターフリーランス', 'IT', 'エンジニア', '向け', 'Web', 'メディア', '運営', 'ほか', '完全', '成功', '報酬', '型', '求人', '情報', 'サイト', 'フォスター', 'キャリア', '学力', '性格', '適性', '検査', 'ツール', 'プロダクト', '事業', '力']",Webサービス・アプリ運営業界の会社
"['タイヤ', 'カーナビ', '販売', '取り付け', '交換', '作業', '顧客', 'カー', 'ライフ', '安心', '安全', 'すべて', 'サポート', 'よう', 'ニーズ', '店舗', '業態', '展開', '豊富', '品', '新鋭', '機器', '安心', '技術', 'ピット', 'サービス', '実践', 'こと', '顧客', '信頼', '安心', '提供', '店舗', '作り']",自動車部品・カー用品製造業界の会社
"['豊田', '鉃工株', '式', '会社', '子会社', 'ボデー', '部品', '自動車', '部品', 'プレス', '溶接', '組立', '一貫', '生産', 'その他', 'ボデー', '骨格', '部品', 'ラジエーター', 'サポート', '前後', 'ドア', '間', 'センターボデーピラーリンフォース', '製造']",自動車部品・カー用品製造業界の会社
"['医療', '法人', 'つかさ', '会', '医院', '業務', '受託', '老人', '福祉', '介護', '事業']",高齢者向け福祉業界の会社
"['美容', '室', 'Agu', 'アイラッシュサロン', 'ミシェル', '運営', '独立', '支援', '制度', 'フランチャイズ', '制度']",美容サロン業界の会社
"['小学校', '就学', '幼児', '向け', 'KUNO', 'メソッド', '幼児', '教育', '展開', '会社', '年少', '幼児', '教育', '私立', '国立', '小学校', '合格', '者', '輩出', '実績', '保護', '者', '対象', 'セミナー', '登録', '会員', '向け', 'コンテンツ', '展開', 'その他', 'Web', 'サイト', '教材', '販売']",塾・受験予備校業界の会社
"['全国', '拠点', '保険', '総合', 'コンサルタント', '生命', '保険', '損害', '保険', '代理', '店', '業務', '中心', 'ほか', 'ファイナンシャルプランニング', '業務', '企業', '社員', '研修', '指導', '業務', '多数', 'プロ', 'コンサルタント', 'スタッフ', '在籍']",保険代理店業界の会社
"['主', '手術', '支援', 'ロボット', '等', '医療', '機器', '研究', '開発', '販売', '会社', '術', '者', '頭部', '装着', 'ヘッドセンサ', '動き', '連動', 'ホルダ', '動作', '内', '視', '鏡', '操作', 'EMARO', '空気圧', '駆動', '内', '視', '鏡', 'ホルダロボット', '開発', '実績']",医療機器・実験機器メーカー業界の会社
"['Web', 'サービス', '企画', '開発', '運営', '主', '個人', 'ネット', 'ショップ', '開設', 'サイト', 'BASE', 'はじめ', 'オンライン', '決済', 'サービス', 'PAY', '.', 'JP', '即時', '資金', '調達', '金融', 'サービス', 'YELL', 'BANK', '開発']",Webサービス・アプリ運営業界の会社
"['ケア', 'プラン', '作成', '介護', '申請', '代行', '居宅', '支援', '障害', '福祉', 'サービス', '等', '利用', '計画', '作成', '者', '相談', '支援', '相談', '支援', 'その他', '身体', '介護', '重度', '訪問', '介護', '総合', '支援', '身体', '介護', '生活', '援助', '介護', '保険', 'サービス', '提供']",高齢者向け福祉業界の会社
"['三陸', '産', 'わかめ', '海藻', '加工', '品', '卸売', '鳴門', '産', 'わかめ', '岩手', '産', 'わかめ', '北海道', '産', '昆布', 'その他', '中国', '産', '韓国', '産', 'わかめ']",水産物食品専門商社業界の会社
"['自動車', '使用', 'トルクコンバータ', 'トランス', 'ミッション', '部品', '生産']",自動車部品・カー用品製造業界の会社
"['千葉', '市', '中央', '区', 'ホテル', '京成', 'ホテルミラマーレ', '運営', '京成', '電', '株式会社', 'グループ', '企業', '16', '階', '建て', 'ホテル', 'ビル', '内', 'シネマ', 'コンプレックス', '保有', '宿泊', '宴会', 'レストラン', 'ウエディング', '対応']",ホテル・旅館業界の会社
"['焼き鳥', '屋', 'かん', 'こ', '鳥', '食堂', '型', '居酒屋', 'TWILIGHT', 'たそがれ', 'ヨーコ', '管理', '運営', 'ゴルフ', 'クラブ', '内', 'レストラン', '運営', 'ほか', '夏', '花火', '大会', '長岡', '花火', '船上', '観覧席', '提供']",居酒屋・バー業界の会社
"['愛知', '県', '碧南', '市', 'フォークリフト', '用', '鋳物', '部品', '製造', '鋳造', '加工', '自動車', 'エンジン', '用', '部品', '加工']",自動車部品・カー用品製造業界の会社
"['長府製作所', 'グループ', '会社', 'ロウ', '付', '加工', '鉄板', '加工', '電気', '機械', '部品', '製造', '卸売']",金属部品製造業界の会社
"['食品', '医薬品', 'バイオ', '化粧', '品', '分野', '研究', '開発', '業務', '人材', '派遣', '食品', '化粧', '品', 'バイオ', 'ヘルスケア', '業界', '特', '化', '型', '転職', 'サポート', '研究', '開発', '分野', '専門', '的', '経験', '知識', '保有', '理系', '人材', 'シェアリング', 'サービス', '展開', 'その他', '臨床', '試験', '試験', '実施', '支援', '被験者', '募集', 'サイト', 'モニタン', '運営']",人材紹介業界の会社
"['事務所', '住宅', '商業', '施設', '遊園', '地', '施設', '道路', '工事', '建設', '現場', 'ほか', '商店', '駐車', '場', '警備', '対象', '交通', '誘導', '花火', '大会', '祭り', 'イベント', '警備', '巡回', '警備', 'その他', '現場', 'パトロール', '現地', '指導', '監督', '警備', '員', '教育', '力']",警備業界の会社
"['山形', '県', '有料', '老人', 'ホーム', 'ー', 'む', 'キャット', 'デイサービス', 'センター', '運営', '通所', '介護', '他', '認知', '症', '対応', '型', '共同', '生活', '介護', '訪問', '介護', '居宅', '介護', '支援']",高齢者向け福祉業界の会社
"['西洋', '式', 'ホテル', '運営', '1936', '年', '建築', '本館', 'アルプス', '館', '歴史', '的', '文化', '的', '貴重', '施設', '保持', '運営', '社団', '法人', '日本', 'ホテル', '協会', '発足', '当初', '会員', 'ホテル', '飲食', '店', '運営', '受託', 'コンサルティング', '対応']",ホテル・旅館業界の会社
"['小田原', '箱根', 'エリア', 'タクシー', 'ハイヤー', '運行', '成田', '羽田空港', '運行', '観光', 'ガイド', 'サービス', '対応', '車椅子', 'ストレッチャー', '搭載', '可能', '福祉', '用', '車両', '保有', '介護', '対応', '可能', 'ケア', 'ドライバー', '乗車', 'ほか', '旅行', 'ビジネス', '利用', 'ワン', 'ストップ', '送迎', 'サービス', '提供']",タクシー業界の会社
"['IT', '特', '化', 'フリーランス', '向け', 'エージェント', 'エンジニア', 'ファースト', '運営', 'テックシニアフリーランス', 'シニア', 'エンジニア', 'キャリア', 'コンサルティング', '対応', 'ほか', 'Web', '3', '特', '化', '型', 'フリーランスエージェント', 'クリプトエージェント', 'メタバース', '開発', '求人', '案件']",Webサービス・アプリ運営業界の会社
"['新幹線', 'エンジン', '部分', '車体', 'カウル', '金属', '部品', '製造', '加工', '会社', '次世代', '新幹線', 'カウル', '製造', '加工', 'ほか', '鉄道', '車両', '製造', '特', '化', '技術', '力', 'ほか', '金属', 'プレス', '金', '型', '設計', '制作', '金属', 'プレス', '製品', '製作', '事業']",金属部品製造業界の会社
"['自動車', '部品', '特', '化', 'プラスチック', 'パーツ', '成型', '加工', 'プラスチック', '塗装', 'プラスチック', '成形', '品', '二', '次', '加工', 'その他', '自動車', 'ダッシュボード', 'エンジン', 'ルーム', '等', '加工', 'ロット', '生産', '大量', '生産', '納期', '対応', 'こと', '可能']",自動車部品・カー用品製造業界の会社
"['通所', '介護', 'リハビリ', 'デイサービス', '緑', '家', 'リハビリ', 'デイサービス', 'さつき', '運営', '訪問', 'リハビリ', '看護', 'ほか', 'ケア', 'マネージャー', '福祉', '用具', '住宅', '改修', 'ケア', 'プラン', '提案']",高齢者向け福祉業界の会社
"['主', 'マンション', 'ビル', 'リノベーション', '木造', '耐震', '改修', 'マンション', '耐震', '改修', '補助', '金', '活用', '事業', '他', '事業', '用', 'PV', '制作', '事業', '向け', '太陽光', '発電', 'システム', '構築', '実施', '増', '改築', '工事', '土木', '工事', 'ほか', '空調', '設備', '機器', '給排水', '設備', '機器', '施工', '販売', '事業', '展開']",居住用リフォーム業界の会社
"['兵庫', '県', '西脇', '市', '位置', '国際', '的', 'トーナメント', '開催', 'よう', 'レイアウト', '会員', '制', 'ゴルフ', 'クラブ', 'パイン', 'レーク', 'ゴルフ', 'クラブ', '運営', '場内', 'レストラン', 'コンペ', 'ルーム', 'プロショップ']",ゴルフ場業界の会社
"['ワン', 'ストップ', '生産', '体制', '製造', '会社', '主', '各種', '歯車', '製造', '力', 'ほか', '精密', '機械', '産業', '機械', '包装', '機', '機械', '昇降', '機', '使用', '部品', '製造', '特殊', '歯車', '特注', '試作', '可能']",金属部品製造業界の会社
"['青森', '県', '上北', '郡', 'エリア', '中心', 'デイサービス', '居宅', '介護', '支援', '訪問', '介護', '事業', '主', '服薬', '健康', '管理', '看護', '業務', 'はじめ', '入浴', '食事', '介助', '身体', '介助', 'その他', 'デイサービス', 'センター', 'サービス', '付き', '高齢', '者', '住宅', 'ステイ', '運営']",高齢者向け福祉業界の会社
"['通所', '介護', '事業', '所', 'あい', 'デイサービス', '運営', 'リハビリテーション', '対応', 'フィットネスジム', 'Ai', '-', 'Fit', '-」', '運営', 'その他', '訪問', '看護']",高齢者向け福祉業界の会社
"['住宅', '病院', 'ホテル', '木造', '作', '工事', 'オーダー', '家具', '図書館', '書架', '仏壇', '家具', '工事', '木製', '建具', 'トイレ', 'ブース', '製作', 'その他', '住宅', '増', '改築', 'バリアフリー', '化', 'リフォーム', '工事', '住宅', '事業', '部', 'コシマクラフトホーム', '主', '分譲', '住宅', '販売']",居住用リフォーム業界の会社
"['東大和', '市', '武蔵村山', '市', '近隣', '高齢', '障害', '支援', 'サービス', '在宅', '介護', 'サービス', '提供', 'ケア', 'マネジメント', '他', '福祉', '用具', 'レンタル', '販売', '対応', '福祉', 'リフォーム', '請け負い', '福祉', 'タクシー', '運行']",高齢者向け福祉業界の会社
"['屋根', '診断', '士', '資格', '所持', '職人', '在籍', '岐阜', '市', '拠点', '屋根', '工事', '雨漏り', '診断', '修理', 'リフォーム', '社寺', '仏閣', '等', '屋根', '工事', '全般', '過去', '実績', '岐阜', '城', '金箔', '瓦', '復元', '屋根', '工事', 'ほか', '板金', '外壁', '防水', '工事', '等', '展開']",居住用リフォーム業界の会社
"['岡山', '市', '高齢', '者', '向け', '介護', '施設', '｢', 'ワンダフル', '藤田', 'デイサービス', 'センター', '｣｢', 'デイサービス', 'センター', '柔', '｣｢', 'サンデー', '桑野', 'デイサービス', 'センター', '｣', '運営']",高齢者向け福祉業界の会社
"['農業', '用', '機械', '部品', 'ドア', 'ロック', '部品', '金属', '部品', 'プレス', '加工', '機械', '加工', '溶接', '加工', '材料', '手配', '素材', '加工', '加工', '表面', '処理', '協力', '工場', '各社', '一括', '対応', 'の', '特徴']",金属部品製造業界の会社
"['訪問', '介護', '員', '訪問', '身体', '介護', '生活', '援助', '食事', '排泄', '介助', '着替え', '清', '入浴', '介助', '買い物', '洗濯', '掃除', 'ベッド', 'メイク', '調理', 'サービス', '提供']",高齢者向け福祉業界の会社
"['オフィス', 'ビル', '工場', '学校', 'ホテル', '金融', '機関', '施設', '防犯', '防災', '監視', 'イベント', '会場', '競技', '施設', '警備', '対応', 'ほか', 'ビル', '学校', '各種', '法定', '機器', '点検', '清掃', '人材', '派遣']",警備業界の会社
"['介護', '事業', '所', '宮古', 'ケア', 'センター', '運営', '訪問', '介護', '居宅', '介護', '支援', '介護', 'タクシー', '運行', '一', '日', '橋', 'ケア', 'センター', '訪問', '介護', 'その他', 'デイサービス', 'サービス', '付き', '高齢', '者', '向け', '住宅', '運営']",高齢者向け福祉業界の会社
"['横浜', '観光', 'タクシー', '保護', '者', '代わり', '子供', '保育園', '幼稚園', '送迎', '子育て', 'タクシー', '運行', '横浜', '市内', '各所', '羽田空港', '成田空港', '空港', '定額', 'サービス', '提供', 'その他', '産院', '連携', '陣痛', '送迎', 'サービス', 'ハイヤー', '運行', 'サービス', '提供']",タクシー業界の会社
"['乗用', '自動車', '自動', '二', '輪', '車', '産業', '機械', '他', 'モータースポーツ', '自動車', 'ディスク', 'ブレーキ', 'ブレーキ', 'パッド', '製造', 'アラミドパルプ', '真鍮', '繊維', '摩擦', '材', 'スチール', 'もの', '主']",自動車部品・カー用品製造業界の会社
"['リクライニング', 'シート', 'ウインドレギュレータ', '使用', 'スパイラル', 'スプリング', '自動車', '部品', '製造', 'その他', '紡織', '機', '部品', '住宅', '関連', '部品', 'スプリング', '製造', '線', '材', '加工', 'パイプ', '加工', 'プレス', '加工']",金属部品製造業界の会社
"['光学', '機器', '部品', '医療', '機器', '半導体', 'レーザー', '精密', '部品', '設計', '製造', '銅', 'アルミニウム', '素材', 'チタン', 'タングステン', '金属', '対応', 'トランペット', 'トロンボーン', 'サキソフォン', 'フルート', '使用', '管楽器', '部品', '切削', '研磨', '加工', '組み立て']",金属部品製造業界の会社
"['和歌山', '県', '田辺', '市', '拠点', 'マグロ', '鮮魚', '輸入', '冷凍', '魚', '水産', '品', '輸送', '冷凍', '食品', '卸売', 'まぐろ', 'メンチ', 'カツ', '冷凍', '食品', 'プライベートブランド', '｢', 'ロイヤル', 'マルシェ', '展開', 'ほか', 'オマールエビ', '水産', '品', 'Web', '販売', '対応']",水産物食品専門商社業界の会社
"['介護', '保険', '介護', '者', '支援', '認定', '者', '対象', '通所', '介護', '事業', '所', 'デイサービス', 'センター', '愛', 'ため', '運営', 'ヘルパー', 'ステーション', '今', '訪問', '介護', '予防', '訪問', '介護', '居宅', '介護', '支援', '福祉', '用具', 'レンタル']",高齢者向け福祉業界の会社
"['自動車', '用', 'シート', 'フレーム', 'パンチングメタル', '使用', '車載', '用', 'スピーカーメッシュパネル', '主', '自動車', '部品', '製造', '工場', 'プレス', '機', 'ロボット', 'アーム', '複数', '所有', '短時間', '製造', 'こと', '強み', 'プレス', '金', '型', '設計', '製作', '治', '具', '設計', '製作']",自動車部品・カー用品製造業界の会社
"['ディサービスセンター', 'あゆみ', 'オムエル', '祇園', '居宅', '介護', '支援', '事業', '所', '運営', '通所', '介護', '居宅', '介護', '支援', '訪問', '介護', '介護', '予防', '支援', 'サービス', '提供', '重度', '訪問', '介護']",高齢者向け福祉業界の会社
"['介護', '予防', '目的', '機能', '訓練', '中心', 'リハビリ', 'デイサービス', 'nagomi', '運営', '人数', '宴会', '対応', '本格', 'しゃぶしゃぶ', '専門', '店', '楽', '運営', 'その他', 'ランナー', '向け', '情報', 'サイト', 'RUN', '-', 'CON', '.', 'com', '開設']",高齢者向け福祉業界の会社
"['山梨', '県', 'MAY', 'Ryuo', 'MAY', 'Showa', '美容', '室', '運営', 'ヘアサロン', 'ネイル', 'ヘッドスパ', 'サービス', '展開', '点', '特徴']",美容サロン業界の会社
"['グループホーム', '郷', 'サービス', '付き', '高齢', '者', '向け', '住宅', '邸', '運営', '医療', '専門', '職', '方々', '経験', '認知', '症', 'ケア', '介護', '実践']",高齢者向け福祉業界の会社
"['神奈川', '県', '横浜', '市', '拠点', 'ねじ', '製造', '自動車', '二輪車', '用', 'キャブレター', 'インジェクタ', '部品', 'バルブ', '製造']",金属部品製造業界の会社
"['ヘアサロン', 'NORA', 'Journey', '運営', 'カラー', '国内外', 'ブランド', '300', '色', '以上', 'カラー', '薬剤', '提供', 'パーマ', '7', '種類', '薬剤', '髪', '質', 'パーマ', '液', '選定']",美容サロン業界の会社
"['ゴルフ', '場', 'キングフィールズゴルフクラブ', '運営', 'ゴルフ', '用品', 'レンタル', '対応', 'その他', '施設', '内', 'レストラン', 'ゴルフ', '用品', '販売', 'ショップ', '運営']",ゴルフ場業界の会社
"['ゴルフ', '場', '杜', '都', 'ゴルフ', '倶楽部', 'ゴルフ', '練習', '場', 'ゴルフ', 'サロン', '仙台', 'ゴルフ', 'サロン', '泉', '運営', '仙台', '北郊', 'なだらか', '丘陵', '地形', 'コース', '設置', '点', '特徴']",ゴルフ場業界の会社
"['南福岡', 'グリ', '－', 'ンホテル', '萃豊閣', 'ホテル', '南福岡', 'ウィクリー', 'ホテル', '運営']",ホテル・旅館業界の会社
"['通常', 'タクシー', '運行', '観光', 'コース', '運行', '3', '時間', '5', '時間', '7', '時間', 'コース', '展開', '個人', '団体', '利用', '可能', 'ワン', 'ボックス', '車両', '人数', '用途', '車両', '所持', '外国', '人', '観光', '客', '向け', '言語', '通訳', 'サービス', '24', '時間', '対応']",タクシー業界の会社
"['ホーム', 'ヘルプ', 'サービス', '五', '条', '運営', '訪問', '介護', '介護', '者', '支援', 'グループホーム', '五', '条', '運営', '通所', '介護', '介護', '予防', '訪問', '介護', '対応']",高齢者向け福祉業界の会社
"['眼鏡', '枠', '使用', '丁', '番', 'ネジ', '部品', 'フルート', '等', '管楽器', '使用', '部品', '加工', '製造', '内', '視', '鏡', '歯科', '用', '外科', '手術', '用', '処置', '具', '医療', '部品', '金属', '加工', 'その他', '精密', '部品', 'ロット', '試作', '量産']",金属部品製造業界の会社
"['設備', '交通', 'イベント', '警備', '交通', '整理', '警備', '事業', 'ほか', '医療', '福祉', '関連', '始め', '施設', '定期', '清掃', '会社', 'その他', '受付', '案内', '電話', '交換', '業務', '企業', '委託', 'JR', '本庄', '駅', '本庄', 'そば', '出店', '運営']",警備業界の会社
"['長野', '県', '下伊那', '郡', '旅館', 'ユルイ', '宿', '恵山', '運営', '貸し切り', '風呂', '日帰り', '入浴', '対応', 'ほか', '囲炉裏', '料理', '提供', '点', '特徴']",ホテル・旅館業界の会社
"['石川', '県', '金沢', '市', '建設', '機械', '工作', '機械', '食品', '機械', '等', '機械', '部品', '製造', '主', '製造', '品', '造', 'NC', '旋盤', 'ネジ', 'マシニング', '加工', '複合', '加工', '金属', '部品', 'その他', 'ステンレス', '加工', 'ロー', 'レット', '加工', '斜め', '溝', '加工', '偏', '芯', '加工', '対応']",金属部品製造業界の会社
"['主', 'ナノアミノ', 'ナノデュウ', 'ほか', 'グラングリーン', 'ブランド', '商品', '取り扱い', '販売', 'サロン', 'トリートメント', 'ヘッドスパメニュー', '用意', 'ヘアケア・フェイスケア・ボディケア', '施術']",美容サロン業界の会社
"['訪問', '介護', '事業', '所', 'ユニ', 'ケア', '介護', 'サービス', '運営', '高齢', '者', '居宅', '訪問', '食事', '介助', '入浴', '介助', '生活', '介護', '調理', '掃除', '洗濯', '代行', 'サービス', '提供']",高齢者向け福祉業界の会社
"['鋼板', '加工', 'メーカー', 'ショベルカー', 'ダンプカー', 'フォークリフト', '建設', '機械', '産業', '機械', '部品', '製造', '卸売', '切断', '溶接', '塗装', '一貫', '生産', 'の', '特徴', 'アジア', '欧米', '工場', '展開', '製造', '品目', '適地', '生産']",金属部品製造業界の会社
"['練', '成', '会', 'グループ', 'グループ', '会社', '小学生', '高校生', '対象', '学習', '塾', '札幌', '練', '成', '会', '運営', '管理', '青森', '練', '成', '会', '山形', '練', '成', '会', '他', '東進', '衛星', '予備校', 'NEXUS', '塾', '運営', 'パズル', '道場', 'プログラミング', '学習', 'タブレット', '学習', '点', '特徴']",塾・受験予備校業界の会社
"['北農', 'ビル', '保安', '警備', '業務', 'JA', 'パーキング', '巡回', '警備']",警備業界の会社
"['福岡', '市', '博多', '区', '拠点', 'タクシー', '運行']",タクシー業界の会社
"['主', 'MS', '系', 'サーバー', '構築', '各種', 'サーバー', '移行', '運用', 'サポート', 'クラ', 'ウド', '型', 'Web', 'ページ', '制作', 'ツール', 'ETHP', 'サービス', '展開', 'その他', 'スマート', 'フォン', '用', 'シンプル', 'ホワイトボードアプリ', '写', '易', '手書き', 'スタジオ', '提供']",Webサービス・アプリ運営業界の会社
"['自動車', '部品', 'プレス', '加工', '溶接', '加工', '組立', '主', '製品', 'シート', 'マウント', 'エキゾーストマフラー', '回り', '部品', 'その他', '金', '型', '設計', '製作']",自動車部品・カー用品製造業界の会社
"['雑踏', '交通', '誘導', '警備', '身辺', '警備', '施設', '警備', '警備', '事業', '車両', '保安', '資機材', '工場', '現場', '事務所', 'リース', 'その他', '清掃', '業務', '人材', '派遣']",警備業界の会社
"['広島', '県', '福祉', 'タクシー', 'タクシー', '運行']",タクシー業界の会社
"['トヨタ', 'グループ', 'ゴルフ', '場', 'ベルフラワーカントリー', '倶楽部', '運営', 'グループ', '会社', '13', '社', '従業', '員', '配偶', '者', '株主', '対象', '法人', '会員', '専用', 'ゴルフ', '場', '会員', '会社', '協力', '会', '親睦', '会', 'コンペ', '利用', '日本', '女子', 'プロ', 'ゴルフ', '協会', '公式', '認定', 'コース']",ゴルフ場業界の会社
"['イベント', '会場', '駐車', '場', '工事', '現場', '車両', '人', '交通', '整理', '誘導', '施設', '警備', '除雪', '作業']",警備業界の会社
"['サービス', '付き', '高齢', '者', '向け', '住宅', 'アスナル', '茨木', '運営', 'JR', '東海道', '線', '千里丘', '駅', 'はじめ', '複数', '駅', '徒歩', '圏内', '立地', 'こと', '医療', '機関', '医師', '定期', '的', '訪問', '健康', '管理', '可能', 'こと', '強み', '室', '個室', '住宅', '酸素', '人工', '解析', '基本', '的', '対応', '可能', 'サービス', '提供']",高齢者向け福祉業界の会社
"['東京', '都内', '全域', '活動', '範囲', 'タクシー', 'サービス', 'ベイサイドホールディング', '傘下', 'タクシー', '会社', '成田空港', '羽田空港', '東京', '都内', 'ハイヤー', 'サービス', '空港', '関係', '報道', '関係', '顧客', 'こと', '特徴']",タクシー業界の会社
"['ステンレス', 'アルミ', '製', '自動車', '二輪車', '部品', '製造', '主', 'バイク', 'アルミヘッドフレーム', 'ブラケットクランクケース', '自動車', 'エキゾーストマニホールド', 'ナックル', 'ステアリング']",自動車部品・カー用品製造業界の会社
"['大阪', '府', '堺', '市', '拠点', 'タクシー', '事業', '運営', '関西', 'ハイタク', '事業', '協同', '組合', '加盟', '無線', '配車', 'センター', '電話', '予約', '配車', '依頼', '顧客', '配車', '手配', '対応']",タクシー業界の会社
"['自動車', '用', '雑音', '防止', 'コンデンサ', '配電', '盤', 'アルミ', 'No', '.', 'プレート', '製造', 'ハーネス', '加工', '動作', '管理', 'フロー', 'シート', '製作', '特許', '調査', '事業']",自動車部品・カー用品製造業界の会社
"['ビヤホール', 'ライオン', '銀座', 'ライオン', 'YEBISU', 'BAR', 'ビヤホール', 'ビヤ', 'バー', '運営', '居酒屋', 'かこ', 'いや', 'サッポロビール', '工場', '隣接', 'レストラン', 'ビール', '園', 'ワイン', 'バー', 'グランポレール', 'ワイン', 'バー', 'トーキョー', '運営', 'その他', 'パブ', '蕎麦', '屋', 'しゃぶしゃぶ', '店', '運営']",居酒屋・バー業界の会社
"['人材', '派遣', '技術', '者', '開発', '者', '事務', '秘書', '人材', '紹介', '紹介', '予定', '派遣', '外国', '人', '労働', '者', '雇用', 'サポート', '対応', '日本', '企業', 'ベトナム', '進出', '市場', '調査', '競合', '他社', '動向', '価格', '動向', '調査', '法規', '制', '調査', '点', '支援', 'その他', 'ベッド', 'メイク', 'タオル', '交換', 'ホテル', '客室', '清掃', '受託']",人材紹介業界の会社
"['長野', '県', '松本', '市', '中心', 'タクシー', '運行', '24', '時間', '対応', 'タクシー', 'サービス', 'ほか', '運転', '代行', 'サービス', '利用', '可能', 'その他', '乗務', '員', '携帯', '電話', '使用', '主要', '言語', '通訳', 'サービス', '外国', '語', '対応', '一', '交通', '産業', 'グループ', '会社']",タクシー業界の会社
"['石油', '化学', '製品', '食品', '保管', '鋼', '製', 'ドラム缶', '用', '口金', '製造', '土木', '建築', '用', '熱', '間', 'ホーマー', 'ナット', '冷', '間', 'ホーマー', 'ナット', '鍛造', 'ナット', '製造', 'その他', 'ドラム缶', '口金', '自動', '閉栓機', '製作', '機器', '設計', '販売']",金属部品製造業界の会社
"['鮮魚', '水産物', '卸売']",水産物食品専門商社業界の会社
"['長野', '須坂', '小布施', '中野', '等', '中心', 'タクシー', '業務', '観光', '地', '案内', '観光', 'ガイド', 'タクシー', '深夜', '乗合', 'タクシー', 'ミッドナイト', 'ライナー', 'サービス', '提供', '点', '特徴']",タクシー業界の会社
"['東京', '無線', 'タクシー', 'グループ', '加盟', 'タクシー', '会社', '羽田空港', '成田空港', '東京', 'ディズニー', 'リゾート', '定額', '運賃', 'サービス', '提供', 'ハイ', 'グレード', '車', '自社', '所有', '整備', '工場', '車両', '点検', '実施']",タクシー業界の会社
"['北海道', '増毛', '郡', '訪問', '介護', '居宅', '介護', '支援']",高齢者向け福祉業界の会社
"['鮮魚', '冷凍', '魚', '太物', '水産物', '青果物', '卸売', '事業', 'サバ', 'イワシ', 'アジ', 'ブリ', '名古屋', '市', '中央', '卸売', '市場', '本場', '買い付け', '魚介', '類', '切り分け', '箱詰め', '作業', 'その他', '店舗', '加工', '品', '刺身', 'レイアウト', '照明', 'アドバイス', '業務', '対応']",水産物食品専門商社業界の会社
"['学生', '単身', '者', 'ファミリー', '向け', 'アパート', 'マンション', '賃貸', '仲介', 'ペット', '飼育', '可', '物件', '敷金', '礼金', '物件', 'オート', 'ロック', '付き', '物件', '点', '特徴', '戸', '建', '住宅', 'マンション', '土地', '売買', '仲介']",マンション・アパート賃貸業界の会社
"['訪問', '介護', 'ステーション', 'あやめ', '澄川', 'みな', 'ホーム', '東苗穂', '館', '運営', '主', '食事', '介助', '入浴', '介助', '排泄', '介助', '日常', '生活', '介護']",高齢者向け福祉業界の会社
"['精密', 'ネジ', '中心', '精密', '機械', '部品', '製造', '卸売', '空気圧', '制御', '部品', '自動車', '部品', '工業', '用', 'ミシン', '部品', '製造', '素材', '調達', '金属', '部品', '加工', '熱処理', '表面', '処理', '仕上げ', '一貫', 'こと', '特徴']",金属部品製造業界の会社
"['福島', '県', '二本松', '市', '介護', 'サービス', '福祉', '用具', '貸与', '販売', '特定', '施設', 'サービス', '付き', '高齢', '者', '向き', '住宅', 'JWS', '陽', 'まり', '郷', '併設', '事業', '所', '訪問', '看護', 'リハビリ', 'ステーション', '運営', 'その他', '高齢', '者', '住宅', '紹介', 'シニアハウスサポートセンター', '運営']",高齢者向け福祉業界の会社
"['タクシー', '事業', '展開', '普通', 'タクシー', '中心', '大型', 'ハイヤー', 'ジャンボ', 'ハイヤー', '等', '保有', 'タクシー', '事業', '他', '資産', '管理', '事務', '代行']",タクシー業界の会社
"['京都', '中央', '卸売', '市場', '京', '料理', '店', 'ホテル', '中心', '洋食', '料理', '店', '水産物', '卸売']",水産物食品専門商社業界の会社
"['ハイブリッド', '自動車', '向け', 'ブレーキ', '部品', '自動車', 'ターボチャージャー', '部品', 'ミッション', 'エンジン', '部品', '製造', '販売', '鉄', 'プレス', '品', '材料', '調達', '仕上げ', '一貫', 'こと', '特徴']",自動車部品・カー用品製造業界の会社
"['大阪', '府', '中央', '区', 'ホテル', 'Hotel', 'The', 'FLAG', '心斎橋', '運営', 'ライブラリー', '&', 'フリー', 'スペース', 'ランドリー', 'ルーム', 'パン', '製造', '販売', 'THE', 'BAKE', 'STORE', '運営', 'スーパー', '銭湯', '虹', '湯', '大阪', '狭山', '店', '運営']",ホテル・旅館業界の会社
"['住宅', '寺社', '仏閣', '瓦', '屋根', '葺き替え', 'リフォーム', 'ローン', '屋根', '点検', '熱', '工事', '外壁', '塗装', '雨漏り', '修理', '雨', '樋', '交換', '他', '廃', '瓦', '利用', '瓦', 'チップ', 'びん', 'テコラ', '活用', '外', '構', 'リフォーム', '対応']",居住用リフォーム業界の会社
"['東京', '無線', 'タクシー', 'グループ', '所属', 'タクシー', '会社', '無線', '配車', '実績', '充実', 'スマートフォンアプリ', '配車', 'こと', '可能', '教育', '制度', '登録', '乗務', '員', '資格', '制度', '充実', '点', '強み']",タクシー業界の会社
